cfe85625-10af-46c1-99fb-765ed3a4f1ad,ska
3f8a5e5b-c24b-4068-9f1c-afad8829e06b,pop,rock
956301d0-4b3c-4ffc-9898-b39305d25112,jazz,rock
291aaf6f-3553-462a-92ed-0f91f19f75fb,folk
979d01bc-a4da-4c80-8cc1-be40bd35cd5e,rock
dbe1d6c8-1319-4369-924a-65bb1f9fced5,rock
dd999ced-1dd4-44b8-ab67-ee5ec23e52b7,pop
ff401398-6d43-4e91-8f87-33fe19aafd84,jazz,rock
0b144888-0e76-465c-be88-882cf4f4cb5e,pop,rock
226ab2f2-592b-4323-94f9-5b3f0ef86158,electronic,pop
23d8cbb1-6324-4ac9-9691-fd4bf7fb2366,pop
1fc56cff-f0a0-4ce2-ab1f-ac49cf3b073f,jazz,pop
018f78a5-0946-4044-b536-f97566396f60,classical
a530492f-8806-4bd7-9c14-80c237eb92fe,jazz,ska,folk,rock
f5b6d250-2cf6-44d3-b6ff-b91c0215b583,rock
481bf5f9-2e7c-4c44-b08a-05b32bc7c00d,pop,rock
bc9ffd36-64be-4d41-8034-473f4b524159,rock
e9461e3f-2d60-4d3f-9514-096536441a18,rock
c2e2144d-d6c5-47d0-a4b4-aa859de5e0b4,rock
ac7e838c-3d95-47c2-92a9-81767ad7c217,electronic
05072650-4b05-4e8b-83d0-dba2576e306a,pop,rock
8f51eb15-9b4d-41cb-aa14-bec4f9234c2a,pop
d7916dc0-1f58-4a41-968d-d5692e2e492e,pop
dcd95aa4-f3ff-492d-a621-8518ada0f58b,pop,rock
a41cc6b0-ff0c-4331-9add-907025607e95,rock
255b884c-25e9-4da2-99e9-b104ed637eae,classical
22b99651-3595-4790-9d9a-c3f8baeb06cc,rock
92bd672f-2c21-4d9f-8732-efafd78830b7,rock
0113873e-2779-43ab-b4c3-b9770e8de269,pop
dc356ef5-4ca9-4e51-9dec-757603f66195,pop
a3bfb737-8468-412e-9704-8e3542dabc99,pop
69989475-2971-49aa-8c53-5d74af88b8be,r&b,hiphop,ska,pop
008644d6-ae4d-46d4-b60f-f27956a6ca1d,pop,rock
03a82b66-d021-4754-aca2-399d51ee6199,pop
ca470d02-5eba-4050-a7f7-f3ab3474656c,rock
d8c4900b-f228-4258-b5d8-e1916db3eae0,electronic
68ec1b08-3c2e-40b3-b0af-8f323743fdff,electronic,rock
40463321-46e0-4994-bc37-97c0b5fc1f25,electronic
25a68e3f-bb30-4260-9193-8b84fc4c4d49,hiphop
7aa056f7-9a57-4cdc-b856-6aa12c98624f,jazz
017c5c62-f831-4ed5-8cff-3ea5e34cd458,ska
c6cbe0d7-c2c7-4d8c-a4bf-535021f7559a,pop
76abcf9b-920c-4d63-a108-3736f2134d7a,folk
83ca98ef-c107-43a5-9ed9-9c2eaf72accc,pop,rock
920d1608-eaef-47dc-91b6-505663ab2360,rock
2ce76cf6-9d1d-4842-8d2a-50d3e0e88cc1,rock
c73d651d-87c9-4c5e-8abb-4ec9c4077241,rock
7b543eba-995a-4c30-a37e-f8cac424f167,rock
8777a849-fb4e-4430-9918-170f619c5286,jazz,pop
0a05119c-34e4-4fbc-a811-b7db1411bc34,rock
fc63a914-272d-4b95-9221-61adcce6f793,pop
491d8124-42e9-43f0-a828-e4a40c59e5ba,pop
25b75a66-ce83-4db3-b136-395a3c3784c4,pop,rock
d13f0f47-36f9-4661-87fe-2de56f45c649,rock
f23ef341-33bd-47c1-b83c-846a78581f05,r&b
105dc475-f1b3-4dec-9148-d70b824aed1a,pop,rock
9b58672a-e68e-4972-956e-a8985a165a1f,classical
78661da3-894c-4947-a34b-fb7edf585d9b,rock
54a55229-e611-439f-928e-d89919ff9d29,rock
e86ab653-bec8-46f3-b4b6-a1a866919ef6,rock
66cb12f6-6502-486d-bf67-efd5bdaee6ac,rock
7e915503-cc34-43fa-a6d7-986ff909d5e9,folk
93e8c41e-8e4f-4d08-bbf5-bc1a903b2423,rock
847e8a0c-cc20-4213-9e16-975515c2a926,pop
5ec8e1d2-0269-4b31-8a08-a9c77d37ffd5,folk
a962cd78-1f5f-4cef-838d-07e2f9d8b02d,folk
a1d044b9-76c9-46d7-a5a6-0f52421e1ed7,pop,rock
3ac6b6fc-05e9-456f-a7d8-6ddf69756d3f,hiphop
d457f05e-8802-4888-83a6-b07d3df3bbf3,rock
e49f6e64-12db-4879-8e66-6bcc614f61d0,rock
77aa07e4-a81a-441e-8f97-ec018c1b6b22,rock
0ba1966a-e471-4f98-85d7-8ac0c1f836f0,rock
1c8f3831-5eb7-4dae-b8fc-ffeaa184dc17,rock
2210e7df-9007-4363-abde-cd3399baedd9,rock
2a85ecff-41e9-4be1-aca6-c87054a4c334,rock
7b8e1188-9ca4-4aa5-8393-172de6fa04de,pop
3df567da-e3fe-452d-9d8d-610766b3ef14,folk,rock
3c090fbb-f153-4ce8-9a7f-97b798cbb918,rock
846e2587-e5fa-4623-b84c-6c53f9c36db2,rock
1206e382-a889-46ac-906e-24b615d53da5,rock
1a831d81-ee6a-44bf-b5a0-c1960699af11,rock
2032f5df-5d77-477c-9529-eb6d80bf065f,rock
06a9eb28-1dc5-488f-9572-a0ce6c6597c8,pop,rock
e609a77b-3a50-4631-a1ff-30622231066a,rock
c837a962-2467-4193-b905-00dd3b9b07d7,rock
7905b1ec-d96b-49a3-826b-7cc83b7cb45a,rock
046eae82-41b8-4c21-90b3-5758ff23cffe,ska
79320244-bc47-4bab-a9dd-461c21920f4d,rock
9b137ab6-5987-4606-989b-183cdb2d3e50,rock
b6c0d4c1-3ccd-488d-b335-9b821cb738c2,folk,rock
7d81cd10-5586-48ad-99cd-d4ff92124b48,rock
28a3f637-1939-4f9d-8679-306067df5970,rock
b1a4351b-c42d-4fe6-8b8e-1a0de06966d3,jazz,pop
9dd59ec8-909c-42d3-8c36-352ad1b6727d,pop
839a2dad-24b9-46b7-ac80-57f700dcc15f,rock
f317c12b-53b3-41f2-9e99-20de13003e75,rock
f23e1bbf-3afd-4d7f-8df4-d3615dc20e03,rock
1b5fb05d-9c85-4973-9c16-22808ea9787d,rock
9f1165d0-191e-481c-a294-7d2ff9fe7398,rock
3f10bd4b-2cdc-4be8-8d7f-fe116bf998c3,r&b,jazz,pop
02dab154-8a10-41a3-9b88-8ac6df210ecc,pop
ea50a128-78c2-40a7-8361-d9593493d613,jazz
50fc4742-1389-45a0-8c6f-6a5159ae20c2,folk
8761866b-6be6-4ccc-8694-51a0e3995169,rock
1bdd1d2d-5974-46e7-8003-2e2ee3176653,pop,rock
2228019e-67b4-4d2e-a101-f2d5dcaf892f,rock
00a9f935-ba93-4fc8-a33a-993abe9c936b,rock
97992045-1d3f-469d-91ce-27afd0bd216b,rock
c3d6fdd5-67c5-453e-87e3-d17a00a52879,rock
93ca92d6-dcc7-4fe2-a0ab-5489a268c3f6,pop,rock
61494b89-a785-4c23-8402-de70cf7a9c76,rock
50eec634-7c42-41ee-9b1f-b41d9ca28b26,folk,rock
4fa62d5a-89aa-4a5e-b383-b29396eb5c94,rock
cf9e4560-c798-477e-8fe5-93423009b71b,rock
319b1175-ced9-438f-986b-9239c3edd92d,rock
1e6d7f54-95b1-400f-863c-2a72a7494e59,rock
79c41645-d2bf-4f53-8f17-4be34099eaf3,folk
54906119-a131-4056-98f9-4b27dd9ba729,rock
012e3432-71d3-4317-9ce5-b60cb6cdc38f,pop
82a5b152-ee60-4447-939a-dd5a91cd7c38,rock
985184b0-7772-4508-9d4a-c66a99562930,pop,rock
95c962ac-9160-4d4d-8195-aba27aa68079,rock
7fbd3cf5-b39c-4b0a-9802-a41f0d452d5c,rock
bfa33dfc-16ba-49d6-84ba-5cd8e986e46d,rock
b5b4ba6e-6e34-4669-a33b-0d813b4c3d83,rock
3255ddb2-bd7f-4850-b314-bdfa10d14706,electronic
37ea73dd-a48c-4659-8b9d-5c77bd9cbd12,rock
5b8a28ee-dc6b-48db-ae98-f4ef1f15ae6d,jazz,ska,pop,rock
18b23026-ed29-445a-9bb4-4e86598ab5a9,pop
385966f0-b912-4755-bad6-4780ebf3f4cd,pop
ac69016f-42cc-4322-b70e-101458b769aa,electronic
a65f4f19-9f4c-4a44-906f-87aa4ceee900,rock
01252145-c9e8-4de5-a480-9b2bed05450a,hiphop,electronic,pop
86e4ecee-d1a3-4d95-91d5-e097aaf18620,rock
d6285d95-8ee1-4de2-8ceb-ff90098ab1d1,electronic
12d432a3-feb0-49b1-a107-d20751880764,rock
a344d1d3-bc5e-4a59-95f1-814999d009ac,pop
85479612-e784-4653-8f86-4ebdc89d929d,rock
69bd9219-7952-489c-af61-df8d87eba718,jazz
83b74911-aa21-4e31-ad1c-5eb505248f5a,classical
10c9197b-d8c9-4cc9-b566-cadd54be8169,pop
62398c97-cea4-4cf9-b285-196efe49d83f,rock
06592800-cef6-442a-b861-743d9464ccd8,rock
4631837c-0e48-4773-86b9-db05d0ad2562,pop,rock
b2d122f9-eadb-4930-a196-8f221eeb0c66,electronic,rock
83998f9c-846b-4294-aede-d7735531c901,rock
11780147-21c2-4060-abf5-b0804119ef50,rock
273beede-3d0b-44f5-b760-7cf07a5d8c44,classical
3f97ec95-ddd4-4499-985c-856de1e662d7,rock
